[14:10:51.090995598] (+?.?????????) lib.eal.thread.lcore.ready: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, cpuset = "12" }
[14:10:51.091044990] (+0.000049392) lib.eal.thread.lcore.ready: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, cpuset = "13" }
[14:10:51.091059249] (+0.000014259) lib.eal.thread.lcore.running: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, f = 0x5651F811F980 }
[14:10:51.091059294] (+0.000000045) lib.eal.thread.lcore.stopped: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC }
[14:10:51.091061089] (+0.000001795) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xC, rc = 0 }
[14:10:51.091064543] (+0.000003454) lib.eal.thread.lcore.running: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, f = 0x5651F811F980 }
[14:10:51.091064590] (+0.000000047) lib.eal.thread.lcore.stopped: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD }
[14:10:51.091064739] (+0.000000149) lib.eal.thread.lcore.ready: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, cpuset = "14" }
[14:10:51.091065672] (+0.000000933) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xD, rc = 0 }
[14:10:51.091069426] (+0.000003754) lib.eal.thread.lcore.running: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, f = 0x5651F811F980 }
[14:10:51.091069442] (+0.000000016) lib.eal.thread.lcore.stopped: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE }
[14:10:51.091070679] (+0.000001237) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xE, rc = 0 }
[14:10:51.091090089] (+0.000019410) lib.eal.thread.lcore.ready: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, cpuset = "15" }
[14:10:51.091091630] (+0.000001541) lib.eal.thread.lcore.running: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, f = 0x5651F811F980 }
[14:10:51.091091645] (+0.000000015) lib.eal.thread.lcore.stopped: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF }
[14:10:51.091092966] (+0.000001321) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xF, rc = 0 }
[14:10:51.364250971] (+0.001701871) lib.mempool.populate.iova: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0", vaddr = 0x165823040, iova = 0xFE5823040, len = 0x19544940, free_cb = 0x5651F80F8650, opaque = 0x100007168 }
[14:10:51.364251117] (+0.000000146) lib.mempool.populate.virt: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0", addr = 0x165823040, len = 0x19544940, pg_sz = 0x40000000, free_cb = 0x0, opaque = 0x100007168 }
[14:10:51.364251147] (+0.000000030) lib.mempool.populate.default: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0" }
[14:10:51.367279615] (+0.003028468) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.367279845] (+0.000000230) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.367279851] (+0.000000006) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.367280104] (+0.000000253) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.367281024] (+0.000000920) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.367281176] (+0.000000152) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.367281181] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.367281197] (+0.000000016) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.367281222] (+0.000000025) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.367281607] (+0.000000385) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.367281654] (+0.000000047) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.367281758] (+0.000000104) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.367281764] (+0.000000006) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.367281792] (+0.000000028) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.367281990] (+0.000000198) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.367282061] (+0.000000071) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.367282206] (+0.000000145) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.367282211] (+0.000000005) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.367282239] (+0.000000028) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.367282341] (+0.000000102) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.367282669] (+0.000000328) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.367284213] (+0.000001544) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.367284219] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.367284306] (+0.000000087) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.367284322] (+0.000000016) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, socket_id = -1 }
[14:10:51.367284426] (+0.000000104) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.367284430] (+0.000000004) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.367284450] (+0.000000020) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.367284456] (+0.000000006) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, socket_id = -1 }
[14:10:51.367284462] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.367284468] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.367284474] (+0.000000006) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.367284481] (+0.000000007) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, socket_id = -1 }
[14:10:51.367284489] (+0.000000008) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.367284495] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.367284500] (+0.000000005) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.367284507] (+0.000000007) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, socket_id = -1 }
[14:10:51.367284552] (+0.000000045) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.367285025] (+0.000000473) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: fwd_streams", size = 0x20, align = 0x40, socket = -1, ptr = 0x165822EC0 }
[14:10:51.367285129] (+0.000000104) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: fwd_streams", size = 0x20, align = 0x40, socket = -1, ptr = 0x165822EC0 }
[14:10:51.367285324] (+0.000000195) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x165821DC0 }
[14:10:51.367285367] (+0.000000043) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x165821DC0 }
[14:10:51.367285542] (+0.000000175) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x165820CC0 }
[14:10:51.367285564] (+0.000000022) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x165820CC0 }
[14:10:51.367285637] (+0.000000073) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x16581FBC0 }
[14:10:51.367285658] (+0.000000021) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x16581FBC0 }
[14:10:51.367285718] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x16581EAC0 }
[14:10:51.367285729] (+0.000000011) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_stream", size = 0x1070, align = 0x40, socket = -1, ptr = 0x16581EAC0 }
[14:10:51.367286120] (+0.000000391) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x16581E800 }
[14:10:51.367286226] (+0.000000106) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x16581E800 }
[14:10:51.367286677] (+0.000000451) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x16581E740 }
[14:10:51.367286696] (+0.000000019) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x16581E740 }
[14:10:51.367286852] (+0.000000156) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x16580A6C0 }
[14:10:51.367286867] (+0.000000015) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x16580A6C0 }
[14:10:51.367287176] (+0.000000309) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x1657FA640 }
[14:10:51.367287190] (+0.000000014) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x1657FA640 }
[14:10:51.367291073] (+0.000003883) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x1657FA380 }
[14:10:51.367291092] (+0.000000019) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x1657FA380 }
[14:10:51.367291222] (+0.000000130) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x1657FA2C0 }
[14:10:51.367291240] (+0.000000018) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x1657FA2C0 }
[14:10:51.367291370] (+0.000000130) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x1657E6240 }
[14:10:51.367291379] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x1657E6240 }
[14:10:51.367291502] (+0.000000123) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x1657D61C0 }
[14:10:51.367291510] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x1657D61C0 }
[14:10:51.367295215] (+0.000003705) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x1657D5F00 }
[14:10:51.367295224] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x1657D5F00 }
[14:10:51.367295422] (+0.000000198) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x1657D5E40 }
[14:10:51.367295436] (+0.000000014) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x1657D5E40 }
[14:10:51.367295601] (+0.000000165) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x1657C1DC0 }
[14:10:51.367295610] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x1657C1DC0 }
[14:10:51.367295743] (+0.000000133) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x1657B1D40 }
[14:10:51.367295752] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x1657B1D40 }
[14:10:51.367299333] (+0.000003581) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x1657B1A80 }
[14:10:51.367299351] (+0.000000018) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "rte_gro_ctx_create", size = 0x208, align = 0x40, socket = 0, ptr = 0x1657B1A80 }
[14:10:51.367299487] (+0.000000136) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x1657B19C0 }
[14:10:51.367299495] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x20, align = 0x40, socket = 0, ptr = 0x1657B19C0 }
[14:10:51.367299620] (+0.000000125) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x16579D940 }
[14:10:51.367299629] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x14000, align = 0x40, socket = 0, ptr = 0x16579D940 }
[14:10:51.367299760] (+0.000000131) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x16578D8C0 }
[14:10:51.367299769] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "gro_tcp4_tbl_create", size = 0x10000, align = 0x40, socket = 0, ptr = 0x16578D8C0 }
[14:10:51.367303737] (+0.000003968) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.367303749] (+0.000000012) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.367303759] (+0.000000010) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.367303785] (+0.000000026) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.367303907] (+0.000000122) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.367303913] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.367304020] (+0.000000107) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.367304026] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.367304034] (+0.000000008) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.367304058] (+0.000000024) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.367304085] (+0.000000027) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.367304090] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.367304098] (+0.000000008) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
